NumeroCorte,FolioInicio, FolioFinal,TotalUnidades,TotalPuntos,Efectivo,Tarjeta,Cheque,Transferencia,OtroMetodo,TotalVendido,DevolucionEfectivo,DevolucionTarjeta,TipoCambio,Fecha
291,0,0,56,0,1882,0,0,0,0,1882,0,0,0,27/03/2018 07:35 p. m.
292,0,0,39,0,697,84,0,0,0,781,0,0,0,28/03/2018 07:21 p. m.
293,0,0,78,0,580,839,0,0,0,1419,0,0,0,29/03/2018 07:22 p. m.
293,0,0,26,0,252,292.5,0,0,0,544.5,0,0,0,30/03/2018 05:51 p. m.
294,0,0,85,0,2245.5,0,0,0,0,2245.5,0,0,0,31/03/2018 07:17 p. m.
295,0,0,63,0,753,32,0,0,0,785,0,0,0,01/04/2018 05:09 p. m.
296,0,0,36,0,799,70,0,0,0,869,0,0,0,02/04/2018 07:17 p. m.
297,0,0,21,0,502.5,0,0,0,0,502.5,0,0,0,03/04/2018 07:26 p. m.
298,0,0,21,0,503,0,0,0,0,503,0,0,0,04/04/2018 07:32 p. m.
299,0,0,63,0,1215.5,75,0,0,0,1290.5,0,0,0,05/04/2018 07:41 p. m.
300,0,0,113,0,1356,1448,0,0,0,2804,0,0,0,06/04/2018 07:28 p. m.
301,0,0,46,0,1047.5,238,0,0,0,1285.5,0,0,0,07/04/2018 07:28 p. m.
302,0,0,74,0,1594.5,482.5,0,0,0,2077,0,0,0,08/04/2018 06:07 p. m.
303,0,0,25,0,467,0,0,0,0,467,0,0,0,09/04/2018 07:36 p. m.
304,0,0,83,0,615,0,0,0,0,615,0,0,0,10/04/2018 07:29 p. m.
305,0,0,87,0,1364,843,0,0,0,2207,0,0,0,11/04/2018 07:51 p. m.
306,0,0,40,0,421.5,401.5,0,0,0,823,0,0,0,12/04/2018 07:33 p. m.
307,0,0,99,0,2477,286,0,0,0,2763,0,0,0,13/04/2018 07:35 p. m.
308,0,0,117,0,3123.5,213,0,0,0,3336.5,0,0,0,14/04/2018 07:29 p. m.
309,0,0,95,0,3292,600,0,0,0,3892,0,0,0,15/04/2018 05:47 p. m.
310,0,0,146,0,6364,0,0,0,0,6364,0,0,0,16/04/2018 08:03 p. m.
311,0,0,91,0,1363,141,0,0,0,1504,0,0,0,17/04/2018 07:30 p. m.
312,0,0,25,0,266.5,62,0,0,0,328.5,0,0,0,18/04/2018 07:07 p. m.
313,0,0,135,0,2486.5,379,0,0,0,2865.5,0,0,0,19/04/2018 07:34 p. m.
314,0,0,119,0,951,510,0,0,0,1461,0,0,0,20/04/2018 07:37 p. m.
315,0,0,98,0,839,692,0,0,0,1531,0,0,0,21/04/2018 07:29 p. m.
316,0,0,174,0,1917,1625,0,0,0,3542,0,0,0,22/04/2018 05:51 p. m.
317,0,0,90,0,951.5,910,0,0,0,1861.5,0,0,0,23/04/2018 07:41 p. m.
318,0,0,134,0,2384.5,154,0,0,0,2538.5,0,0,0,24/04/2018 07:29 p. m.
319,0,0,81,0,1330,220,0,0,0,1550,0,0,0,25/04/2018 07:34 p. m.
320,0,0,121,0,2259.5,180,0,0,0,2439.5,0,0,0,26/04/2018 07:31 p. m.
321,0,0,57,0,1810,533,0,0,0,2343,0,0,0,27/04/2018 07:27 p. m.
322,0,0,138,0,3180.5,808,0,0,0,3988.5,0,0,0,28/04/2018 07:26 p. m.
323,0,0,94,0,1336.5,743,0,0,0,2079.5,0,0,0,29/04/2018 05:53 p. m.
324,0,0,120,0,3190,25,0,0,0,3215,0,0,0,30/04/2018 07:29 p. m.
325,0,0,94,0,2836,357,0,0,0,3193,0,0,0,01/05/2018 07:43 p. m.
326,0,0,70,0,1396.5,30,0,0,0,1426.5,0,0,0,02/05/2018 07:31 p. m.
327,0,0,145,0,2315,1111,0,0,0,3426,0,0,0,03/05/2018 07:37 p. m.
328,0,0,62,0,975,2824,0,0,0,3799,0,0,0,04/05/2018 07:41 p. m.
329,0,0,154,0,3577.5,435.5,0,0,0,4013,0,0,0,05/05/2018 07:29 p. m.
330,0,0,104,0,2461,1493,0,0,0,3954,0,0,0,06/05/2018 05:42 p. m.
331,0,0,153,0,2387,296.5,0,0,0,2683.5,0,0,0,07/05/2018 07:30 p. m.
332,0,0,116,0,2220,331.5,0,0,0,2551.5,0,0,0,08/05/2018 07:19 p. m.
333,0,0,139,0,3048.5,1218,0,0,0,4266.5,0,0,0,09/05/2018 07:56 p. m.
333,0,0,134,0,2669.5,550,0,0,0,3219.5,0,0,0,10/05/2018 07:54 p. m.
333,0,0,134,0,2669.5,550,0,0,0,3219.5,0,0,0,10/05/2018 08:02 p. m.
334,0,0,57,0,1659,384,0,0,0,2043,0,0,0,11/05/2018 07:46 p. m.
335,0,0,129,0,2836.5,1054,0,0,0,3890.5,0,0,0,12/05/2018 07:44 p. m.
336,0,0,100,0,2004,338,0,0,0,2342,0,0,0,13/05/2018 05:51 p. m.
337,0,0,62,0,1267,316,0,0,0,1583,0,0,0,14/05/2018 07:35 p. m.
338,0,0,113,0,1859,516,0,0,0,2375,0,0,0,15/05/2018 07:37 p. m.
339,0,0,85,0,1901,468,0,0,0,2369,0,0,0,16/05/2018 07:28 p. m.
339,0,0,120,0,1379,174,0,0,0,1553,0,0,0,17/05/2018 07:30 p. m.
340,0,0,74,0,2540,517,0,0,0,3057,0,0,0,18/05/2018 07:36 p. m.
341,0,0,147,0,2720.5,1494,0,0,0,4214.5,0,0,0,19/05/2018 07:34 p. m.
342,0,0,94,0,1833,416.5,0,0,0,2249.5,0,0,0,20/05/2018 05:42 p. m.
343,0,0,100,0,1999.5,69,0,0,0,2068.5,0,0,0,21/05/2018 07:25 p. m.
344,0,0,40,0,1123.5,443,0,0,0,1566.5,0,0,0,22/05/2018 07:37 p. m.
345,0,0,80,0,1667,635,0,0,0,2302,0,0,0,23/05/2018 07:30 p. m.
346,0,0,71,0,1287.5,421,0,0,0,1708.5,0,0,0,24/05/2018 07:43 p. m.
347,0,0,53,0,1420.5,305,0,0,0,1725.5,0,0,0,25/05/2018 07:35 p. m.
348,0,0,142,0,2204,538.5,0,0,0,2742.5,0,0,0,26/05/2018 07:14 p. m.
349,0,0,89,0,2146.5,327.5,0,0,0,2474,0,0,0,27/05/2018 05:47 p. m.
350,0,0,55,0,1340.5,0,0,0,0,1340.5,0,0,0,28/05/2018 07:32 p. m.
351,0,0,51,0,1327,0,0,0,0,1327,0,0,0,29/05/2018 07:34 p. m.
352,0,0,94,0,1834.5,95,0,0,0,1929.5,0,0,0,30/05/2018 07:42 p. m.
353,0,0,94,0,1808,936,0,0,0,2744,0,0,0,31/05/2018 07:31 p. m.
354,0,0,40,0,617.5,1116,0,0,0,1733.5,0,0,0,01/06/2018 07:59 p. m.
355,0,0,67,0,2096.5,194,0,0,0,2290.5,0,0,0,02/06/2018 07:34 p. m.
355,0,0,69,0,1742,514,0,0,0,2256,0,0,0,03/06/2018 06:02 p. m.
356,0,0,64,0,869.5,1463.5,0,0,0,2333,0,0,0,04/06/2018 07:50 p. m.
357,0,0,109,0,1054,1860,0,0,0,2914,0,0,0,05/06/2018 07:38 p. m.
358,0,0,36,0,977.5,90.5,0,0,0,1068,0,0,0,06/06/2018 07:31 p. m.
359,0,0,63,0,638.5,553.5,0,0,0,1192,0,0,0,07/06/2018 07:33 p. m.
360,0,0,69,0,500,118,0,0,0,618,0,0,0,08/06/2018 07:30 p. m.
361,0,0,88,0,2979.5,0,0,0,0,2979.5,0,0,0,09/06/2018 07:32 p. m.
362,0,0,23,0,818.5,201,0,0,0,1019.5,0,0,0,10/06/2018 05:58 p. m.
363,0,0,59,0,1109.5,212,0,0,0,1321.5,0,0,0,11/06/2018 07:35 p. m.
364,0,0,75,0,1078,869,0,0,0,1947,0,0,0,12/06/2018 07:49 p. m.
365,0,0,86,0,2440.5,284.5,0,0,0,2725,0,0,0,13/06/2018 07:40 p. m.
366,0,0,79,0,1649,345.5,0,0,0,1994.5,0,0,0,14/06/2018 07:30 p. m.
367,0,0,108,0,2419,884.5,0,0,0,3303.5,0,0,0,15/06/2018 07:29 p. m.
368,0,0,171,0,6243.5,195,0,0,0,6438.5,0,0,0,16/06/2018 07:43 p. m.
369,0,0,101,0,2419,101,0,0,0,2520,0,0,0,17/06/2018 05:46 p. m.
370,0,0,45,0,1331,0,0,0,0,1331,0,0,0,18/06/2018 07:24 p. m.
371,0,0,47,0,867.5,116,0,0,0,983.5,0,0,0,19/06/2018 07:24 p. m.
372,0,0,191,0,3028,139,0,0,0,3167,0,0,0,20/06/2018 07:26 p. m.
373,0,0,143,0,4234,139,0,0,0,4373,0,0,0,21/06/2018 07:36 p. m.
374,0,0,117,0,2263.5,0,0,0,0,2263.5,0,0,0,22/06/2018 07:26 p. m.
375,0,0,85,0,1377,1763.5,0,0,0,3140.5,0,0,0,23/06/2018 07:43 p. m.
376,0,0,111,0,2680.5,1419,0,0,0,4099.5,0,0,0,24/06/2018 05:46 p. m.
377,0,0,100,0,1517.5,706.5,0,0,0,2224,0,0,0,25/06/2018 07:45 p. m.
378,0,0,93,0,4026.5,238.5,0,0,0,4265,0,0,0,26/06/2018 07:31 p. m.
379,0,0,120,0,2391.5,674.5,0,0,0,3066,0,0,0,27/06/2018 07:29 p. m.
380,0,0,101,0,1600.5,518.5,0,0,0,2119,0,0,0,28/06/2018 07:36 p. m.
381,0,0,76,0,1617,867,0,0,0,2484,0,0,0,29/06/2018 07:29 p. m.
382,0,0,212,0,4352,1736.5,0,0,0,6088.5,0,0,0,30/06/2018 07:36 p. m.
383,0,0,22,0,1000,782,0,0,0,1782,0,0,0,01/07/2018 06:43 p. m.
384,0,0,70,0,3483,359,0,0,0,3842,0,0,0,02/07/2018 07:33 p. m.
385,0,0,82,0,2449,95,0,0,0,2544,0,0,0,03/07/2018 07:46 p. m.
386,0,0,133,0,2732.5,2911.5,0,0,0,5644,0,0,0,04/07/2018 07:47 p. m.
387,0,0,126,0,2498,2588,0,0,0,5086,0,0,0,05/07/2018 07:37 p. m.
388,0,0,58,0,659.5,1683,0,0,0,2342.5,0,0,0,06/07/2018 07:40 p. m.
389,0,0,88,0,1182.5,945,0,0,0,2127.5,0,0,0,07/07/2018 07:22 p. m.
390,0,0,110,0,2290.5,100,0,0,0,2390.5,0,0,0,08/07/2018 05:59 p. m.
391,0,0,37,0,1058.5,278,0,0,0,1336.5,0,0,0,09/07/2018 07:47 p. m.
392,0,0,44,0,1152,343,0,0,0,1495,0,0,0,10/07/2018 07:37 p. m.
393,0,0,57,0,1047,1332,0,0,0,2379,0,0,0,11/07/2018 07:37 p. m.
394,0,0,31,0,2208,25,0,0,0,2233,0,0,0,12/07/2018 07:32 p. m.
395,0,0,80,0,1308.5,1161.5,0,0,0,2470,0,0,0,13/07/2018 07:37 p. m.
396,0,0,156,0,2570,619,0,0,0,3189,0,0,0,14/07/2018 07:28 p. m.
397,0,0,65,0,1436,300,0,0,0,1736,0,0,0,15/07/2018 06:02 p. m.
398,0,0,54,0,909,285,0,0,0,1194,0,0,0,16/07/2018 07:33 p. m.
399,0,0,81,0,2183,165,0,0,0,2348,0,0,0,17/07/2018 07:17 p. m.
400,0,0,66,0,1207,1231,0,0,0,2438,0,0,0,18/07/2018 07:42 p. m.
401,0,0,70,0,1141.5,236,0,0,0,1377.5,0,0,0,19/07/2018 07:50 p. m.
402,0,0,22,0,502.5,131,0,0,0,633.5,0,0,0,20/07/2018 07:30 p. m.
403,0,0,68,0,2327,893,0,0,0,3220,0,0,0,21/07/2018 07:28 p. m.
404,0,0,108,0,3341.5,0,0,0,0,3341.5,0,0,0,22/07/2018 05:38 p. m.
405,0,0,79,0,1618.5,224,0,0,0,1842.5,0,0,0,23/07/2018 07:46 p. m.
405,0,0,79,0,1595,214,0,0,0,1809,0,0,0,24/07/2018 07:42 p. m.
406,0,0,88,0,3070.5,403.5,0,0,0,3474,0,0,0,25/07/2018 07:55 p. m.
407,0,0,64,0,744.5,522.5,0,0,0,1267,0,0,0,26/07/2018 07:30 p. m.
407,0,0,93,0,1323,716.5,0,0,0,2039.5,0,0,0,27/07/2018 07:42 p. m.
408,0,0,107,0,4757.5,361,0,0,0,5118.5,0,0,0,28/07/2018 07:38 p. m.
409,0,0,76,0,2492,300,0,0,0,2792,0,0,0,29/07/2018 05:50 p. m.
410,0,0,29,0,629,0,0,0,0,629,0,0,0,30/07/2018 07:28 p. m.
411,0,0,40,0,754,30,0,0,0,784,0,0,0,31/07/2018 07:30 p. m.
412,0,0,40,0,1427,410,0,0,0,1837,0,0,0,01/08/2018 07:34 p. m.
413,0,0,58,0,1097,345.5,0,0,0,1442.5,0,0,0,02/08/2018 07:39 p. m.
414,0,0,148,0,1642.5,2465,0,0,0,4107.5,0,0,0,03/08/2018 07:33 p. m.
415,0,0,161,0,4631,750,0,0,0,5381,0,0,0,04/08/2018 07:41 p. m.
416,0,0,66,0,1901,538,0,0,0,2439,0,0,0,05/08/2018 05:58 p. m.
417,0,0,30,0,788,193,0,0,0,981,0,0,0,06/08/2018 07:30 p. m.
418,0,0,65,0,1545,259.5,0,0,0,1804.5,0,0,0,07/08/2018 07:28 p. m.
419,0,0,59,0,2087.5,0,0,0,0,2087.5,0,0,0,08/08/2018 07:32 p. m.
420,0,0,53,0,2142.5,727,0,0,0,2869.5,0,0,0,09/08/2018 07:27 p. m.
421,0,0,53,0,1896,469,0,0,0,2365,0,0,0,10/08/2018 07:32 p. m.
421,0,0,130,0,2622.5,843,0,0,0,3465.5,0,0,0,11/08/2018 07:25 p. m.
422,0,0,48,0,2458.5,354,0,0,0,2812.5,0,0,0,12/08/2018 06:00 p. m.
423,0,0,43,0,1620,150,0,0,0,1770,0,0,0,13/08/2018 07:30 p. m.
424,0,0,50,0,2536,1274,0,0,0,3810,0,0,0,14/08/2018 07:37 p. m.
425,0,0,51,0,724.5,371.5,0,0,0,1096,0,0,0,15/08/2018 07:28 p. m.
426,0,0,96,0,703,1229,0,0,0,1932,0,0,0,16/08/2018 07:35 p. m.
427,0,0,73,0,2558.5,156,0,0,0,2714.5,0,0,0,17/08/2018 07:32 p. m.
428,0,0,121,0,3775,618,0,0,0,4393,0,0,0,18/08/2018 07:39 p. m.
429,0,0,70,0,1043.5,331,0,0,0,1374.5,0,0,0,19/08/2018 06:04 p. m.
430,0,0,41,0,2181,0,0,0,0,2181,0,0,0,20/08/2018 07:28 p. m.
431,0,0,60,0,3318.5,235.5,0,0,0,3554,0,0,0,21/08/2018 07:41 p. m.
432,0,0,73,0,2022,434.5,0,0,0,2456.5,0,0,0,22/08/2018 07:36 p. m.
433,0,0,45,0,2292,405,0,0,0,2697,0,0,0,23/08/2018 07:34 p. m.
434,0,0,85,0,1671,486.5,0,0,0,2157.5,0,0,0,24/08/2018 07:32 p. m.
435,0,0,97,0,3324.5,634.5,0,0,0,3959,0,0,0,25/08/2018 07:29 p. m.
436,0,0,66,0,1803,171,0,0,0,1974,0,0,0,26/08/2018 06:08 p. m.
437,0,0,30,0,1310,60,0,0,0,1370,0,0,0,27/08/2018 07:30 p. m.
438,0,0,43,0,1766,0,0,0,0,1766,0,0,0,28/08/2018 07:28 p. m.
439,0,0,75,0,952.5,689.5,0,0,0,1642,0,0,0,29/08/2018 07:31 p. m.
440,0,0,90,0,2672.5,275,0,0,0,2947.5,0,0,0,30/08/2018 07:32 p. m.
441,0,0,129,0,2996,772,0,0,0,3768,0,0,0,31/08/2018 07:27 p. m.
442,0,0,323,0,6626.5,1377.5,0,0,0,8004,0,0,0,01/09/2018 07:28 p. m.
443,0,0,99,0,1779.4,848,0,0,0,2627.4,0,0,0,02/09/2018 05:52 p. m.
444,0,0,116,0,1582.5,1124.5,0,0,0,2707,0,0,0,03/09/2018 07:24 p. m.
445,0,0,139,0,2906,278,0,0,0,3184,0,0,0,04/09/2018 07:37 p. m.
446,0,0,65,0,712,2360,0,0,0,3072,0,0,0,05/09/2018 07:29 p. m.
447,0,0,65,0,1507,0,0,0,0,1507,0,0,0,06/09/2018 07:32 p. m.
448,0,0,64,0,1596.5,659,0,0,0,2255.5,0,0,0,07/09/2018 07:43 p. m.
449,0,0,84,0,2475.5,96,0,0,0,2571.5,0,0,0,08/09/2018 07:33 p. m.
450,0,0,45,0,610,49,0,0,0,659,0,0,0,09/09/2018 05:57 p. m.
451,0,0,17,0,648,506,0,0,0,1154,0,0,0,10/09/2018 07:39 p. m.
452,0,0,68,0,1344,425,0,0,0,1769,0,0,0,11/09/2018 07:38 p. m.
453,0,0,92,0,1194,1141,0,0,0,2335,0,0,0,12/09/2018 07:31 p. m.
454,0,0,200,0,1759.5,198,0,0,0,1957.5,0,0,0,13/09/2018 07:38 p. m.
455,0,0,102,0,2610,2657,0,0,0,5267,0,0,0,14/09/2018 07:33 p. m.
456,0,0,85,0,1693,423.5,0,0,0,2116.5,0,0,0,15/09/2018 07:28 p. m.
457,0,0,28,0,564,148,0,0,0,712,0,0,0,16/09/2018 05:28 p. m.
458,0,0,19,0,350,30,0,0,0,380,0,0,0,17/09/2018 07:25 p. m.
459,0,0,20,0,429,480,0,0,0,909,0,0,0,18/09/2018 07:37 p. m.
460,0,0,32,0,763,0,0,0,0,763,0,0,0,19/09/2018 07:29 p. m.
461,0,0,89,0,1277.5,838,0,0,0,2115.5,0,0,0,20/09/2018 07:34 p. m.
462,0,0,51,0,1133,241,0,0,0,1374,0,0,0,21/09/2018 07:49 p. m.
463,0,0,67,0,1388.5,1052,0,0,0,2440.5,0,0,0,22/09/2018 07:29 p. m.
464,0,0,85,0,3138.5,158,0,0,0,3296.5,0,0,0,23/09/2018 05:59 p. m.
465,0,0,58,0,1334.5,684,0,0,0,2018.5,0,0,0,24/09/2018 07:25 p. m.
466,0,0,44,0,1126,226.5,0,0,0,1352.5,0,0,0,25/09/2018 07:14 p. m.
467,0,0,103,0,1332,1349.5,0,0,0,2681.5,0,0,0,26/09/2018 07:25 p. m.
468,0,0,83,0,2334.5,418,0,0,0,2752.5,0,0,0,27/09/2018 07:18 p. m.
469,0,0,57,0,1920,72,0,0,0,1992,0,0,0,28/09/2018 07:48 p. m.
470,0,0,102,0,2424.5,1339,0,0,0,3763.5,0,0,0,29/09/2018 07:24 p. m.
471,0,0,126,0,2668.5,929.5,0,0,0,3598,0,0,0,30/09/2018 05:57 p. m.
